mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_centroid,spectral_bandwidth,zero_crossing_rate,label
-390.0548,95.42111,45.285004,22.286667,-0.18744074,-17.450766,-31.013699,-38.283245,-39.375862,-34.672783,-25.867346,-14.679374,-3.32943,0.2554694,0.14776391,0.28070566,0.12037359,0.010337782,0.004412875,0.004271076,0.011512817,0.123227574,0.36863214,0.28651264,0.30813056,841.8896530714225,1037.7449934190254,0.02276625489414153,normal
-386.45157,96.367874,45.03534,21.681227,-1.0692879,-18.490479,-32.04077,-38.974277,-39.556355,-34.283688,-24.94283,-13.388481,-1.9069881,0.2901809,0.17626753,0.30356663,0.12951523,0.010974496,0.0045237243,0.0042823087,0.011240501,0.11739089,0.34865016,0.25686267,0.26739743,868.8868930856972,1081.9733665451831,0.02298037358613689,normal
-381.1358,97.84611,44.342224,20.674812,-2.2469654,-19.627542,-32.89164,-39.270203,-39.165047,-33.25314,-23.418146,-11.548833,-0.02682573,0.31404415,0.19823776,0.33815506,0.14318119,0.0120125925,0.0048449044,0.004483949,0.010968291,0.105208285,0.3083977,0.22948049,0.2561706,900.6664643390258,1147.3269967608342,0.023243207112819027,normal
-391.94968,93.85756,44.84507,23.184025,1.2435087,-15.547837,-28.841661,-36.572323,-38.644695,-35.006023,-27.19645,-16.736483,-5.5572367,0.25110668,0.10884341,0.18632244,0.06478714,0.0074536307,0.004443097,0.0048209745,0.014741534,0.14850378,0.35915557,0.32169226,0.442344,820.5106901373396,1029.0313746730503,0.022351045896171692,normal
-392.5879,94.91437,45.955967,23.364521,1.248166,-15.555714,-28.919413,-36.71677,-38.788578,-35.170845,-27.382032,-16.947878,-5.811993,0.24653454,0.10869649,0.18688194,0.0644786,0.0074123484,0.0044672443,0.0049976823,0.016120058,0.15897842,0.38001,0.321215,0.427015,810.9298762251194,1007.1020080412759,0.02230346396461717,normal
-386.81332,96.31293,44.754204,22.46804,0.47024623,-16.01796,-29.076706,-36.432747,-38.152218,-34.24054,-26.250956,-15.688325,-4.5329695,0.28230792,0.124589056,0.19048916,0.064657174,0.007823089,0.0047892076,0.0052458504,0.015193502,0.13850817,0.33125365,0.31311643,0.4588537,841.417404884251,1083.88562775507,0.02245753879060325,normal
-374.9164,98.042725,41.68699,20.132223,-1.5245482,-17.295568,-29.531017,-35.858105,-36.613876,-31.845692,-23.227356,-12.333183,-1.2352408,0.3340153,0.1441805,0.21982329,0.07649451,0.008829765,0.0052461172,0.005503055,0.012634119,0.08957026,0.21477252,0.29407638,0.52384365,912.2526696574195,1251.7879400478796,0.0229022032700116,normal
-361.27875,98.88912,38.914043,17.206512,-5.795991,-22.34482,-34.30107,-39.004246,-37.26762,-29.633284,-18.41824,-5.7136145,5.972279,0.4534616,0.25698322,0.38434404,0.16975725,0.014294607,0.005505181,0.004539549,0.006633873,0.033829737,0.09492579,0.13540334,0.32083726,1041.8040141932597,1455.4742382519119,0.02412913736223898,normal
-376.83078,97.47296,41.93422,20.6978,-0.6179076,-16.314817,-28.755674,-35.46527,-36.66641,-32.454403,-24.318735,-13.719749,-2.645003,0.34327468,0.13215575,0.1695162,0.05877379,0.007775778,0.0050855,0.005562665,0.013120626,0.09454351,0.22722156,0.31727692,0.5592881,896.432733642738,1226.507298956778,0.022656363290313224,normal
-375.2197,98.258156,42.418297,20.339552,-1.7361754,-17.878712,-30.276619,-36.56371,-37.080666,-31.993515,-23.089441,-12.005019,-0.84583426,0.33924755,0.15532853,0.24202043,0.08327711,0.009110212,0.005196757,0.0054083024,0.013101731,0.09801001,0.23119046,0.26671264,0.46934012,914.809312311448,1242.0480997960387,0.022991702617459395,normal
-377.95627,98.295685,43.214294,20.495409,-1.8663265,-18.204832,-30.747938,-37.12096,-37.52213,-32.281498,-23.218061,-12.013438,-0.78851575,0.30747616,0.15841264,0.27280524,0.09406239,0.009516294,0.005151732,0.0053425943,0.013880881,0.11050414,0.26011127,0.26208794,0.42376575,901.50251637559,1199.2194552482226,0.023027955517691417,normal
-374.9164,98.042725,41.68699,20.132223,-1.5245482,-17.295568,-29.531017,-35.858105,-36.613876,-31.845692,-23.227356,-12.333183,-1.2352408,0.3340153,0.1441805,0.21982329,0.07649451,0.008829765,0.0052461172,0.005503055,0.012634119,0.08957026,0.21477252,0.29407638,0.52384365,912.2526696574195,1251.7879400478796,0.0229022032700116,normal
-385.39532,97.20796,44.42422,21.416445,-0.7117039,-17.566832,-30.793325,-37.693016,-38.511974,-33.68802,-24.850914,-13.707669,-2.471047,0.24378085,0.1489889,0.28569603,0.095181234,0.009064839,0.0047747055,0.0050022565,0.014928305,0.14198703,0.33717272,0.27665764,0.36424288,855.6740728067158,1087.6297865688334,0.022826865211716937,normal
-388.45343,95.40364,44.516422,22.238522,0.12496073,-16.513296,-29.544477,-36.76811,-38.210007,-33.99058,-25.718452,-15.026759,-3.9109929,0.23869954,0.121161185,0.23697467,0.082497686,0.008344884,0.0046923724,0.005079076,0.01513652,0.14231095,0.33960232,0.30291536,0.4178063,839.8655173145816,1066.6988904266484,0.022601417488399073,normal
-391.86377,95.44599,45.878498,23.118782,0.91596425,-16.058208,-29.512554,-37.200344,-39.004055,-35.065437,-26.958084,-16.300722,-5.1108274,0.24367316,0.12017816,0.21716252,0.07516729,0.007860088,0.0045067854,0.0050263642,0.016475705,0.16407806,0.3894983,0.30285794,0.3798422,817.5865140377045,1010.9498001622047,0.022429216212296984,normal
-389.6655,94.731636,44.99749,22.273651,-0.2831375,-17.440853,-30.782602,-37.9256,-39.029346,-34.34216,-25.568266,-14.463414,-3.1679869,0.23730406,0.1409095,0.27973264,0.0962677,0.009002058,0.00463357,0.0047998675,0.014852736,0.14920272,0.35527566,0.27166134,0.344049,845.2386231700749,1046.9964670245326,0.02277815037703016,normal
-360.0463,98.92392,38.914116,17.632229,-5.3280616,-21.92013,-34.07534,-39.05461,-37.62122,-30.270596,-19.216372,-6.539681,5.280042,0.53003037,0.2777451,0.32522342,0.14497371,0.013063328,0.005320425,0.004461009,0.0063207448,0.030036643,0.08493132,0.12762237,0.33493963,1050.8246613262784,1475.6379433051159,0.023987524470707657,normal
-384.6404,97.25847,45.39891,22.113413,-0.6928089,-17.912731,-31.336786,-38.5207,-39.48193,-34.549644,-25.525028,-14.1595335,-2.666769,0.35455808,0.18382332,0.24115181,0.10718161,0.01007472,0.004586132,0.0045704697,0.011811025,0.11412341,0.34193766,0.2654058,0.30327803,872.8542350401685,1105.5214023536403,0.022800808439675174,normal
-380.44617,96.78782,43.20074,21.15263,-1.0321431,-17.699717,-30.716343,-37.543495,-38.381912,-33.47154,-24.573843,-13.36685,-1.9922657,0.34797275,0.16163261,0.2321377,0.07871724,0.008497095,0.0047627916,0.004913047,0.013108443,0.11574093,0.27633032,0.2597781,0.41073775,894.5225650532429,1175.2243176958023,0.022872747788573084,normal
-379.69684,98.38123,43.881264,20.996344,-1.1455365,-17.542286,-30.291338,-36.92632,-37.710197,-32.905846,-24.189932,-13.184343,-1.9890952,0.3195473,0.15142603,0.23061492,0.07891708,0.008388294,0.0048849075,0.0052914596,0.014451449,0.118945606,0.28048533,0.27719837,0.4331756,886.2130946181177,1171.7494679764534,0.022816669083526683,normal
-379.24078,98.61606,43.723026,20.71134,-1.3911108,-17.74788,-30.469023,-36.999317,-37.64115,-32.671238,-23.818218,-12.755284,-1.5955938,0.30698672,0.15328425,0.25021178,0.085281156,0.008538793,0.004808486,0.0051652947,0.014243916,0.118363716,0.27948558,0.27262786,0.41920596,889.5353456165865,1178.235849518705,0.022895405851218097,normal
-387.3221,97.02299,45.186417,22.047943,-0.32398513,-17.006912,-30.00826,-37.054493,-38.20383,-33.71326,-25.231422,-14.40124,-3.28866,0.22916123,0.12930803,0.2607858,0.089323826,0.008807306,0.0048020897,0.0052069332,0.01591622,0.14734133,0.34977126,0.29961216,0.38988504,840.0627071073504,1063.9171346434237,0.022674489740429234,normal
-400.40817,94.232315,48.395958,25.205038,2.8474302,-14.558795,-28.65438,-37.312977,-40.160427,-37.214012,-29.910646,-19.719542,-8.484319,0.25488698,0.10346402,0.13579614,0.046220984,0.0059832265,0.003995981,0.00481532,0.01834035,0.19666913,0.46865132,0.3283288,0.36966783,764.3780635731648,893.9344606167398,0.02191827689965197,normal
-399.7886,94.06774,48.115788,25.124384,2.7288427,-14.684663,-28.674578,-37.27819,-40.1435,-37.211777,-29.846848,-19.56907,-8.293974,0.2614726,0.10565157,0.13477401,0.045803394,0.005842421,0.0038275323,0.004549932,0.017325016,0.19083533,0.45703024,0.32487664,0.37096673,770.6851844042764,905.4779710118092,0.021949431735788862,normal
-364.00494,98.904785,39.53461,17.515985,-5.5843854,-22.141376,-34.161312,-38.963894,-37.31857,-29.778503,-18.643414,-6.0504017,5.538579,0.4059833,0.24097782,0.40136188,0.17865118,0.014596638,0.0054594474,0.0045239935,0.007230995,0.04393545,0.12536286,0.1506178,0.3075644,1022.1242507737901,1412.0509578302344,0.02407475801189095,normal
-374.8723,97.38114,41.885727,20.788868,-0.8115258,-16.70736,-29.159899,-35.822002,-36.95857,-32.528133,-24.170298,-13.3999,-2.2061594,0.39349607,0.14663559,0.15977995,0.055878453,0.007789594,0.0050300267,0.00537105,0.012386152,0.089046,0.21334378,0.2895194,0.5419904,915.6908148268593,1261.2975142405164,0.022728869090777263,normal
-374.67053,99.05304,42.599007,19.924137,-2.3899593,-18.716185,-31.225027,-37.390766,-37.54891,-32.0517,-22.716398,-11.283731,0.0124324085,0.34573987,0.1746744,0.27180135,0.093031526,0.0091259135,0.004889794,0.0049746176,0.012474059,0.099508576,0.23689175,0.24773858,0.40706587,923.3131507193496,1244.050832018659,0.0231440780887471,normal
-377.10168,99.09656,43.92427,20.860678,-1.477008,-18.029926,-30.936413,-37.54089,-38.091217,-33.027767,-24.045496,-12.786926,-1.4216609,0.37874892,0.17365605,0.22318986,0.07516954,0.008184554,0.0047303746,0.005038552,0.013660877,0.11385845,0.2688785,0.25335285,0.40537837,907.0967166439175,1205.201986658239,0.02290390262470998,normal
-391.62863,95.711044,45.951164,23.081902,1.0087997,-15.782931,-29.123152,-36.76493,-38.67978,-34.969715,-27.110304,-16.604172,-5.4588637,0.24655068,0.11359176,0.19725892,0.06755681,0.007434248,0.004488596,0.0051015606,0.016465036,0.15989518,0.37914798,0.3125139,0.41694513,814.4330618727752,1013.857661456832,0.022351045896171692,normal
-396.30872,94.80099,47.171795,24.100817,1.8125677,-15.386665,-29.229921,-37.374905,-39.683006,-36.220985,-28.483511,-18.006435,-6.7605586,0.24840625,0.114308536,0.17685989,0.059474424,0.0066798683,0.0042010536,0.004963403,0.017738463,0.18165673,0.43057394,0.3154627,0.3727702,789.6717888817079,946.2948497687771,0.022168082040313224,normal
-396.02798,94.940155,47.42055,24.039928,1.5139068,-15.99983,-30.07743,-38.16948,-40.176243,-36.368935,-28.291748,-17.545712,-6.190069,0.26324233,0.13343382,0.19883706,0.06672377,0.006999626,0.0041138944,0.004707517,0.017225247,0.18388866,0.43610817,0.29019794,0.32121384,798.4848884099083,948.124757234304,0.02229496719112529,normal
-371.73172,98.66222,41.836903,19.742882,-2.6454146,-19.098742,-31.585384,-37.616962,-37.636112,-31.92415,-22.354996,-10.722968,0.70466095,0.39645064,0.19055477,0.26317415,0.09050731,0.009449678,0.0051182117,0.0051106852,0.011864468,0.08778988,0.20711182,0.22661024,0.41526157,949.5123751417476,1292.5706244879493,0.023247172273781903,normal
-375.93204,96.64326,41.911777,20.758888,-1.1963103,-17.501293,-30.14932,-36.76587,-37.654705,-32.85129,-24.082907,-12.961064,-1.5811732,0.40220997,0.16660506,0.1918824,0.06566136,0.008282742,0.0049605896,0.005049895,0.011547818,0.090471245,0.21874319,0.263975,0.48568562,921.7390474202698,1251.0508508981002,0.022886909077726218,normal
-362.68787,98.9934,39.552822,17.582794,-5.5241456,-22.230074,-34.350494,-39.2684,-37.65974,-30.125671,-18.954884,-6.2385545,5.506239,0.46620145,0.26306984,0.37560314,0.1655748,0.014227301,0.00552381,0.004598257,0.0071806237,0.041155774,0.11584714,0.1365761,0.30013946,1034.5127027730316,1433.3948271269835,0.024061729625870068,normal
-381.62912,96.33063,43.73138,21.60773,-0.727745,-17.540993,-30.698408,-37.695126,-38.70115,-33.938347,-25.11843,-13.925305,-2.50056,0.36599374,0.16534236,0.21063453,0.07161975,0.007934105,0.0045713694,0.004775051,0.013176794,0.11991041,0.28635842,0.2566945,0.40287992,891.7687478646955,1164.2321681723588,0.022804207149071925,normal
-372.7817,99.11334,42.206234,19.674276,-2.78891,-19.349329,-31.967878,-38.0073,-37.890472,-32.00741,-22.32755,-10.631552,0.79715264,0.39245304,0.20798324,0.28554434,0.124410294,0.011417848,0.0050850743,0.004792026,0.009892351,0.07506732,0.22102459,0.2251191,0.36762187,941.9722541277819,1270.9470125683224,0.02327776065835267,normal
-374.441,99.06934,42.518135,19.711283,-2.747709,-19.230532,-31.765331,-37.791042,-37.633266,-31.78899,-22.190466,-10.605151,0.7239767,0.3357974,0.18180716,0.30361336,0.10495832,0.009902468,0.005097163,0.005151119,0.012972197,0.10108613,0.23584975,0.22703299,0.38517445,930.4916424538815,1248.6441882031202,0.02328115936774942,normal
-377.57684,98.009926,43.480053,20.833118,-1.701211,-18.525341,-31.443415,-38.021008,-38.497345,-33.19302,-23.924288,-12.422196,-0.94699335,0.3983518,0.19475345,0.24413101,0.106521055,0.01040285,0.0048441025,0.004682269,0.010454449,0.08803466,0.26108548,0.23885903,0.36549947,916.1463097880599,1211.7295232956565,0.023021724550464036,normal
-369.4116,97.56199,40.499466,19.452984,-2.5575209,-18.908455,-31.491005,-37.619965,-37.72415,-32.09874,-22.575157,-10.885637,0.70605445,0.46331924,0.20160107,0.2244096,0.076615885,0.00894042,0.005089196,0.0049856124,0.010089968,0.06942494,0.16614243,0.22047387,0.4584693,971.4480848059404,1340.9263800280569,0.02323924195185615,normal
-370.1447,97.84873,40.62145,19.179579,-2.9925494,-19.337431,-31.825148,-37.718925,-37.532787,-31.59582,-21.846443,-10.09486,1.4150693,0.40975803,0.19932593,0.27327666,0.093337126,0.009488867,0.0050375615,0.0048697926,0.010211162,0.073503315,0.17543611,0.2167402,0.42547324,967.2095123714178,1327.4461723921424,0.023373490973027843,normal
-372.29398,98.413536,42.21863,19.507042,-3.3761563,-20.179592,-32.757168,-38.52561,-38.054977,-31.802223,-21.71328,-9.709291,1.8158721,0.39652714,0.21936414,0.31610698,0.13589483,0.012249301,0.005235075,0.004768963,0.009505686,0.072685696,0.20962097,0.20254253,0.33323672,956.1631794736712,1283.0950118831656,0.023464689675174014,normal
-361.94562,100.48204,40.129223,17.284454,-6.1066933,-23.009686,-35.15306,-39.77073,-37.6944,-29.720758,-18.18054,-5.256416,6.4363046,0.4295017,0.26732236,0.4287174,0.18644215,0.015228667,0.005620244,0.004641317,0.0077361553,0.048176933,0.13392338,0.12521169,0.24466406,1033.8496446904664,1424.94667601214,0.024218636709686776,normal
-381.86087,97.09428,43.496525,21.00763,-1.0828719,-17.58873,-30.379784,-37.043095,-37.83989,-33.029205,-24.229336,-13.149714,-1.9475771,0.27856588,0.14865091,0.2633539,0.08947084,0.009009333,0.0049073724,0.0051021166,0.013830499,0.12099417,0.2894781,0.2817211,0.41527337,878.6133538040123,1148.0199127109477,0.022878978755800465,normal
-386.70615,96.67323,45.011215,22.253555,0.18516952,-16.535269,-29.71077,-36.954403,-38.384533,-34.183815,-25.925043,-15.197376,-4.039585,0.2825398,0.1337144,0.20947953,0.07047993,0.0076959063,0.0046222047,0.0051258868,0.015471455,0.14272955,0.3403419,0.3025696,0.41645572,844.1941424407992,1077.8967573532734,0.02253910781612529,normal
-381.6425,97.30752,43.851833,21.355255,-0.8393989,-17.495546,-30.475489,-37.27393,-38.17182,-33.384686,-24.614967,-13.516608,-2.2497625,0.30845177,0.15446442,0.24252181,0.08208276,0.008615729,0.00486647,0.0051496364,0.014309335,0.12565878,0.29842764,0.27255195,0.40428734,879.6888325650938,1147.3160062303748,0.02282176714762181,normal
-383.00195,97.252884,44.148438,21.281391,-1.0573491,-17.723665,-30.649435,-37.336956,-38.053673,-33.145588,-24.290632,-13.197441,-2.0250075,0.26945093,0.15091737,0.2720209,0.091888964,0.008961038,0.004789683,0.0049705175,0.014107528,0.12883863,0.30782613,0.27714542,0.38817498,871.7399379208164,1127.9981879640213,0.02288067811049884,normal
-385.85623,96.8895,44.744724,22.208414,0.3009519,-16.26661,-29.421547,-36.757378,-38.356846,-34.3487,-26.18909,-15.475418,-4.2641683,0.30432048,0.13490278,0.19014479,0.06402479,0.0074784635,0.00457265,0.005049629,0.014895812,0.13797884,0.3304093,0.30471784,0.43360183,849.0364758572252,1094.939806369649,0.022496057497099767,normal
